test,count,RTF,CPU,CPU_TEMP,GPU,GPU_TEMP,RAM_USED,VRAM_USED
multi-robot,5,0.9997989310000001,"[0.0, 0.9, 15.6, 0.9, 1.9, 10.2, 22.6, 0.0, 0.0, 0.0, 4.6, 100.0, 4.6, 20.2, 55.7, 10.9]",50.5,100,60,2558169088,737
multi-robot,5,0.999331783,"[2.8, 1.9, 14.8, 1.8, 2.0, 10.9, 11.4, 5.5, 2.8, 2.8, 5.6, 100.0, 1.8, 2.7, 45.8, 24.3]",58.5,100,61,2557296640,737
multi-robot,5,0.997833187,"[4.5, 1.9, 18.2, 1.9, 23.1, 7.3, 1.8, 8.3, 2.8, 1.8, 20.2, 100.0, 42.7, 3.7, 0.9, 15.7]",56.75,100,61,2558799872,737
multi-robot,5,0.9996905070000001,"[1.9, 9.3, 18.5, 83.3, 66.9, 0.0, 1.9, 0.9, 4.7, 18.5, 0.9, 16.8, 0.9, 1.9, 1.9, 1.9]",55.25,100,61,2559131648,737
multi-robot,5,0.9990257770000001,"[1.9, 2.8, 2.8, 100.0, 29.5, 24.1, 39.6, 0.9, 1.9, 14.3, 3.7, 0.9, 5.5, 3.8, 1.9, 0.0]",53.5,100,62,2558992384,737
multi-robot,5,1.000182655,"[1.9, 13.9, 0.0, 82.6, 17.9, 3.7, 4.7, 13.3, 1.9, 15.2, 1.0, 2.9, 21.9, 23.6, 11.5, 27.7]",52.0,100,62,2559197184,737
multi-robot,5,0.998225891,"[11.4, 3.8, 25.7, 10.2, 100.0, 2.8, 2.7, 0.9, 2.8, 20.7, 12.6, 8.3, 4.5, 5.4, 5.5, 27.3]",51.25,100,63,2559451136,737
multi-robot,5,0.999023776,"[12.0, 6.5, 1.8, 35.8, 100.0, 17.3, 2.8, 1.8, 5.4, 1.8, 21.9, 28.6, 1.8, 5.6, 1.8, 2.8]",50.5,100,63,2560135168,737
multi-robot,5,0.9963744630000001,"[6.6, 5.6, 24.6, 29.3, 99.1, 1.9, 1.9, 0.9, 7.1, 5.5, 1.9, 7.4, 1.9, 1.8, 1.9, 2.8]",50.5,100,63,2558918656,737
multi-robot,5,0.9995214910000001,"[9.2, 1.9, 23.8, 36.0, 100.0, 0.0, 0.0, 1.9, 2.9, 0.9, 4.9, 8.7, 1.9, 0.0, 0.9, 0.9]",50.5,100,64,2559418368,737
multi-robot,6,0.999480895,"[2.8, 3.6, 0.0, 86.2, 15.6, 30.0, 30.8, 8.3, 2.8, 2.8, 1.9, 0.9, 13.1, 26.2, 7.5, 24.1]",49.5,100,56,2685059072,658
multi-robot,6,0.999634647,"[7.3, 8.3, 20.2, 1.9, 1.9, 5.7, 10.8, 16.4, 2.8, 1.9, 8.1, 3.7, 3.7, 10.4, 14.7, 100.0]",50.375,100,57,2684899328,658
multi-robot,6,0.9996905570000001,"[3.6, 26.4, 5.5, 0.9, 1.8, 1.8, 66.4, 1.8, 0.9, 0.9, 3.7, 1.9, 3.6, 0.9, 18.5, 100.0]",50.375,100,57,2685775872,658
multi-robot,6,0.9995820630000001,"[8.4, 5.0, 26.4, 5.0, 1.9, 15.1, 6.5, 2.5, 3.5, 4.6, 9.0, 1.7, 2.5, 3.4, 6.7, 100.0]",50.375,100,58,2684649472,658
multi-robot,6,0.9994168130000001,"[14.9, 1.9, 63.7, 21.7, 1.9, 8.3, 1.9, 12.8, 2.8, 3.7, 4.6, 6.5, 0.9, 1.9, 0.9, 100.0]",50.375,100,58,2684497920,658
multi-robot,6,0.9996637250000001,"[5.4, 8.1, 5.4, 7.1, 1.8, 3.6, 2.7, 6.4, 1.8, 5.4, 6.8, 26.4, 15.3, 3.7, 5.5, 100.0]",60.75,100,59,2682396672,658
multi-robot,6,0.999891147,"[4.6, 28.4, 9.0, 6.4, 7.2, 6.4, 2.8, 2.7, 3.7, 15.9, 10.4, 6.3, 0.9, 12.8, 32.1, 100.0]",59.125,100,59,2681843712,658
multi-robot,6,1.000277596,"[11.3, 4.5, 54.4, 8.1, 1.9, 0.9, 20.9, 0.0, 14.7, 0.9, 5.4, 1.0, 2.8, 0.9, 4.6, 100.0]",57.375,100,60,2681257984,658
multi-robot,6,0.999999999,"[26.1, 5.5, 5.6, 5.9, 1.8, 1.8, 1.9, 1.8, 0.0, 2.8, 6.1, 1.1, 0.9, 0.9, 19.6, 100.0]",55.625,100,60,2680754176,658
multi-robot,6,0.9990011040000001,"[17.6, 33.3, 9.6, 8.3, 1.9, 1.0, 1.9, 0.9, 8.4, 20.5, 2.8, 23.3, 2.8, 2.8, 18.0, 100.0]",54.0,100,61,2680508416,658
multi-robot,6,0.999349366,"[3.9, 5.6, 5.5, 17.8, 13.2, 2.8, 3.7, 1.9, 2.8, 9.4, 8.1, 26.1, 14.8, 5.5, 7.3, 100.0]",52.5,100,60,2678943744,658
multi-robot,6,0.999828475,"[17.4, 4.5, 25.2, 12.2, 14.4, 9.2, 4.5, 14.5, 2.7, 3.6, 17.8, 14.4, 10.1, 3.6, 2.8, 80.0]",51.375,95,61,2678296576,658
multi-robot,6,1.000282078,"[1.0, 4.5, 0.0, 42.8, 23.2, 100.0, 4.6, 1.9, 0.0, 1.9, 7.1, 2.2, 1.8, 0.0, 26.9, 4.5]",50.75,100,62,2677989376,658
multi-robot,6,0.999057602,"[3.7, 10.0, 6.7, 2.8, 19.1, 100.0, 3.7, 2.8, 4.1, 8.1, 2.8, 25.7, 3.7, 3.7, 7.3, 1.9]",50.375,100,62,2678239232,658
multi-robot,6,0.999020895,"[2.8, 25.9, 10.6, 54.4, 6.5, 100.0, 5.6, 1.9, 3.7, 6.5, 11.6, 14.0, 0.9, 6.5, 3.8, 7.5]",50.5,100,63,2678190080,658
multi-robot,6,0.9999814,"[1.9, 26.6, 4.7, 9.2, 1.0, 100.0, 1.9, 10.6, 8.0, 6.5, 7.4, 12.6, 1.8, 5.5, 0.9, 39.8]",50.875,100,63,2678456320,658
multi-robot,6,0.999234111,"[2.6, 0.9, 19.7, 14.7, 1.7, 63.6, 7.4, 28.4, 3.5, 1.9, 8.7, 2.6, 2.6, 37.6, 16.8, 9.0]",50.75,100,63,2677215232,658
multi-robot,6,0.999630381,"[20.8, 2.8, 6.4, 2.8, 3.7, 1.9, 2.8, 39.0, 7.5, 2.8, 11.2, 10.2, 7.3, 100.0, 1.9, 25.2]",51.0,100,63,2677825536,658
multi-robot,6,0.999822615,"[2.9, 5.6, 15.7, 1.0, 0.9, 1.9, 5.5, 4.5, 5.2, 2.9, 14.0, 17.6, 22.5, 100.0, 21.7, 1.9]",50.625,100,64,2678202368,658
multi-robot,6,0.9992337370000001,"[4.5, 8.2, 20.8, 6.4, 2.7, 43.6, 5.6, 2.8, 1.8, 7.3, 45.8, 5.4, 1.8, 59.6, 25.7, 3.7]",50.5,100,64,2676789248,658
multi-robot,8,0.9991359270000001,"[5.5, 100.0, 3.6, 3.6, 7.8, 46.3, 16.5, 9.1, 2.7, 3.6, 2.7, 2.7, 10.9, 8.9, 24.5, 5.5]",59.0,100,60,2837434368,657
multi-robot,8,0.997490591,"[1.9, 100.0, 0.0, 1.9, 13.1, 23.7, 9.3, 25.9, 0.0, 0.0, 1.9, 0.9, 1.9, 20.2, 5.9, 11.5]",57.375,100,61,2836725760,658
multi-robot,8,0.99986448,"[5.5, 57.7, 44.6, 2.7, 8.9, 4.5, 4.6, 0.0, 3.6, 0.0, 3.6, 9.1, 21.6, 11.4, 22.0, 6.5]",55.625,100,60,2834165760,657
multi-robot,8,0.993152805,"[33.3, 7.4, 13.8, 5.7, 0.0, 1.2, 31.8, 3.6, 63.3, 1.9, 5.6, 5.7, 1.8, 1.1, 5.4, 0.9]",54.25,86,61,2834792448,657
multi-robot,8,0.9981430870000001,"[31.2, 6.4, 1.9, 14.0, 1.8, 2.8, 20.0, 50.0, 71.2, 3.6, 3.7, 4.6, 2.8, 1.9, 9.3, 5.5]",53.625,100,62,2834460672,657
multi-robot,8,0.9985533870000001,"[4.6, 26.6, 74.5, 11.3, 27.1, 2.7, 1.9, 8.7, 28.0, 2.8, 7.4, 9.3, 35.2, 4.6, 1.8, 2.7]",53.125,100,62,2832101376,657
multi-robot,8,0.999930504,"[3.6, 1.9, 15.1, 18.9, 51.6, 0.0, 1.9, 26.4, 76.1, 0.9, 0.9, 10.6, 32.8, 4.6, 1.9, 0.9]",53.0,100,62,2833063936,657
multi-robot,8,0.998642479,"[0.0, 1.9, 1.9, 100.0, 36.2, 4.6, 0.9, 0.0, 0.9, 4.7, 1.0, 16.2, 5.8, 23.1, 3.7, 0.0]",53.0,100,63,2831908864,657
multi-robot,8,0.9997057300000001,"[2.8, 2.8, 3.6, 100.0, 21.2, 48.0, 6.5, 10.1, 3.6, 9.3, 3.6, 7.5, 3.7, 12.4, 3.6, 22.0]",52.75,100,63,2832461824,657
multi-robot,8,0.9993445230000001,"[22.4, 5.5, 6.4, 100.0, 2.7, 5.3, 6.2, 16.5, 8.3, 7.3, 7.3, 17.4, 52.7, 3.6, 1.9, 2.7]",52.75,100,63,2832973824,657
multi-robot,8,0.999129919,"[6.2, 4.5, 14.8, 100.0, 20.7, 3.6, 6.4, 2.7, 7.2, 4.5, 25.2, 7.2, 59.5, 3.6, 7.0, 2.7]",52.625,100,64,2832900096,657
multi-robot,8,0.994762094,"[8.4, 0.9, 4.5, 100.0, 50.4, 0.9, 19.4, 2.8, 0.9, 4.6, 4.6, 6.7, 5.7, 2.8, 12.4, 1.8]",52.5,100,64,2833670144,657
multi-robot,8,0.9984096790000001,"[1.8, 0.9, 4.7, 55.9, 27.2, 0.9, 8.0, 3.6, 1.8, 3.6, 7.4, 50.0, 35.4, 1.8, 17.1, 4.5]",61.25,100,65,2833305600,657
multi-robot,8,0.9998109460000001,"[0.9, 3.7, 4.7, 0.0, 1.8, 2.8, 21.7, 31.9, 0.9, 6.5, 10.1, 100.0, 22.9, 3.7, 32.8, 16.8]",59.5,100,65,2834313216,657
multi-robot,8,0.996624024,"[7.5, 9.4, 7.3, 1.9, 0.9, 4.7, 3.7, 23.1, 2.8, 1.9, 2.8, 100.0, 5.4, 20.9, 2.8, 7.9]",57.875,100,65,2834153472,657
multi-robot,8,0.9983483240000001,"[3.6, 13.3, 3.7, 1.8, 21.1, 51.3, 9.1, 9.9, 4.5, 4.5, 3.6, 100.0, 3.6, 9.2, 3.7, 8.1]",56.5,93,65,2832789504,658
multi-robot,8,0.9978422690000001,"[0.9, 1.9, 7.3, 1.8, 7.3, 43.1, 10.9, 0.0, 0.9, 0.9, 19.3, 100.0, 6.1, 19.3, 14.4, 2.8]",55.25,88,66,2834186240,658
multi-robot,8,0.999372184,"[1.8, 4.5, 2.8, 1.8, 9.9, 8.3, 3.7, 22.7, 3.7, 1.9, 3.8, 100.0, 20.9, 4.6, 5.5, 24.3]",54.625,100,66,2834788352,658
multi-robot,8,0.996007406,"[3.8, 2.8, 2.8, 0.0, 16.1, 27.0, 10.0, 3.7, 5.4, 7.4, 5.6, 100.0, 28.3, 30.8, 8.2, 9.9]",53.625,100,66,2834501632,658
multi-robot,8,0.996709912,"[49.5, 4.5, 51.8, 4.6, 12.7, 2.0, 1.8, 1.8, 3.6, 6.5, 14.4, 64.5, 7.3, 2.0, 2.7, 7.0]",53.625,100,67,2834989056,658
multi-robot,10,0.989576635,"[4.6, 5.6, 23.6, 1.9, 22.2, 1.9, 3.7, 27.8, 2.8, 20.4, 33.9, 45.4, 8.3, 3.7, 8.3, 73.6]",53.5,83,54,3009482752,658
multi-robot,10,0.9950725560000001,"[19.4, 33.9, 24.6, 3.6, 0.9, 3.6, 12.0, 97.3, 9.0, 15.6, 17.4, 7.4, 4.6, 2.8, 19.8, 4.5]",53.25,78,55,3004276736,658
multi-robot,10,0.983793141,"[17.2, 11.2, 27.7, 13.7, 3.3, 13.9, 2.5, 66.1, 21.8, 17.5, 9.0, 5.7, 37.1, 15.4, 5.0, 8.1]",53.25,74,54,3004665856,658
multi-robot,10,0.9862829080000001,"[13.5, 50.0, 18.7, 15.6, 90.0, 1.8, 3.6, 4.5, 9.5, 24.0, 7.3, 19.3, 11.0, 0.9, 4.5, 1.8]",53.25,82,57,3000102912,658
multi-robot,10,0.990229313,"[20.2, 11.3, 45.0, 4.7, 100.0, 2.8, 1.9, 23.4, 13.1, 4.7, 20.4, 3.8, 2.8, 3.7, 0.9, 4.7]",53.25,89,58,2999988224,658
multi-robot,10,0.9944316390000001,"[3.6, 36.4, 33.9, 7.0, 100.0, 2.7, 11.5, 20.7, 2.7, 3.6, 23.5, 14.5, 2.7, 6.3, 3.5, 5.3]",53.25,100,59,2999934976,658
multi-robot,10,0.9941893390000001,"[15.5, 3.7, 21.1, 4.7, 100.0, 0.9, 13.9, 0.9, 0.9, 2.7, 12.0, 52.3, 1.9, 1.8, 16.7, 0.9]",53.25,100,59,3001856000,658
multi-robot,10,0.994654739,"[3.7, 16.5, 11.8, 10.7, 40.0, 2.7, 62.5, 12.7, 8.2, 15.5, 31.9, 30.6, 5.4, 5.5, 2.7, 17.3]",53.25,100,60,3000909824,658
multi-robot,10,0.962034079,"[6.5, 7.5, 25.7, 32.5, 6.4, 2.8, 100.0, 3.7, 23.4, 8.3, 16.0, 7.6, 22.2, 4.6, 0.9, 0.9]",53.25,100,60,3001106432,658
multi-robot,10,0.989998342,"[1.9, 37.2, 23.9, 21.4, 3.5, 2.7, 92.0, 3.5, 9.9, 29.5, 23.4, 4.5, 4.4, 3.5, 10.7, 3.6]",53.375,100,61,3001335808,658
multi-robot,10,0.993937582,"[12.1, 10.8, 20.8, 12.8, 4.7, 1.9, 70.6, 6.4, 22.9, 13.9, 0.9, 17.8, 0.0, 29.0, 6.5, 23.1]",53.375,100,61,3002818560,658
multi-robot,10,0.9906157910000001,"[11.0, 2.8, 4.6, 16.2, 42.0, 3.6, 2.8, 2.8, 11.7, 8.3, 4.7, 27.5, 22.5, 100.0, 4.5, 3.6]",53.375,100,61,3003559936,658
multi-robot,10,0.9870720740000001,"[11.7, 3.7, 22.3, 42.0, 3.6, 0.9, 2.7, 1.8, 21.2, 23.9, 15.5, 17.3, 0.9, 100.0, 0.9, 0.9]",53.375,100,62,3004108800,658
multi-robot,10,0.986977022,"[6.4, 8.7, 12.7, 29.5, 3.7, 6.3, 3.6, 3.6, 9.8, 26.4, 11.6, 23.0, 27.3, 96.4, 3.6, 7.2]",53.375,100,62,3005620224,658
multi-robot,10,0.9935862870000001,"[13.9, 8.2, 23.4, 29.2, 5.4, 0.0, 0.9, 2.7, 6.3, 4.5, 21.8, 41.8, 4.5, 100.0, 1.8, 2.7]",61.625,100,63,3005485056,658
multi-robot,10,0.9806514620000001,"[31.0, 27.6, 2.8, 13.9, 5.5, 3.5, 31.5, 15.3, 11.3, 7.5, 9.0, 11.8, 4.5, 11.6, 72.5, 7.2]",59.875,100,63,3005034496,658
multi-robot,10,0.9836123840000001,"[26.6, 2.8, 10.9, 31.3, 4.5, 1.8, 1.8, 2.7, 33.0, 12.3, 4.6, 32.1, 1.8, 1.8, 100.0, 1.8]",58.25,100,63,3006689280,658
multi-robot,10,0.9959623500000001,"[24.3, 5.3, 11.3, 14.2, 3.6, 4.4, 3.5, 12.5, 12.4, 10.9, 5.3, 47.4, 4.4, 5.4, 100.0, 12.5]",57.25,100,64,3008004096,658
multi-robot,10,0.994150815,"[2.8, 2.8, 42.3, 4.6, 6.4, 6.4, 12.1, 28.2, 7.5, 5.4, 17.4, 21.9, 11.0, 4.5, 87.5, 0.9]",56.5,100,64,3006742528,658
multi-robot,10,0.9867174510000001,"[5.6, 6.6, 24.3, 23.5, 5.4, 8.2, 8.1, 6.4, 6.3, 14.3, 17.1, 20.2, 10.9, 3.7, 99.1, 25.5]",55.75,100,65,3006410752,658
multi-robot,12,0.9664949230000001,"[48.1, 30.8, 4.7, 22.6, 23.1, 24.1, 0.9, 3.8, 25.0, 7.6, 3.8, 22.3, 9.5, 6.7, 1.9, 2.8]",56.375,50,53,3167395840,658
multi-robot,12,0.962983805,"[26.1, 28.8, 15.2, 9.8, 17.0, 2.7, 0.9, 3.5, 29.7, 6.3, 23.4, 12.8, 50.9, 0.9, 2.7, 1.8]",56.375,51,54,3166085120,658
multi-robot,12,0.985010064,"[19.6, 48.6, 8.1, 2.8, 15.3, 8.0, 8.1, 11.9, 35.5, 23.6, 4.5, 6.3, 7.3, 29.5, 13.6, 3.6]",56.375,51,54,3166134272,658
multi-robot,12,0.983477633,"[1.8, 83.2, 0.9, 4.5, 24.8, 11.0, 17.9, 22.9, 1.8, 16.2, 5.6, 2.8, 7.4, 2.8, 13.6, 7.3]",56.25,50,54,3166711808,658
multi-robot,12,0.9754510220000001,"[2.7, 81.7, 4.6, 1.8, 8.3, 26.9, 38.5, 9.4, 1.8, 1.9, 15.5, 1.9, 5.6, 7.3, 16.8, 3.7]",56.25,49,55,3167199232,658
multi-robot,12,0.975056538,"[4.6, 10.0, 22.9, 18.3, 5.5, 15.7, 14.2, 9.1, 4.5, 4.6, 79.0, 8.3, 8.3, 5.5, 9.3, 34.5]",56.25,50,55,3168518144,658
multi-robot,12,0.9758544090000001,"[27.5, 43.9, 52.8, 7.4, 6.5, 23.6, 0.9, 3.7, 12.8, 6.4, 2.8, 24.1, 2.8, 3.7, 2.8, 10.3]",56.25,50,59,3165069312,658
multi-robot,12,0.9848675990000001,"[73.4, 45.5, 1.9, 29.1, 3.7, 13.8, 3.7, 9.3, 24.1, 7.5, 2.8, 2.8, 9.3, 52.3, 3.7, 2.8]",56.25,98,59,3165122560,658
multi-robot,12,0.9832993670000001,"[85.6, 2.7, 12.6, 8.3, 6.4, 4.5, 1.9, 16.1, 15.5, 4.5, 15.3, 4.5, 8.2, 100.0, 3.7, 3.7]",56.25,82,61,3164717056,658
multi-robot,12,0.983673024,"[28.8, 5.5, 3.6, 30.3, 6.5, 4.5, 13.5, 6.4, 27.3, 6.4, 3.7, 16.7, 2.8, 100.0, 18.2, 2.8]",56.375,100,62,3166781440,658
multi-robot,12,0.9856084900000001,"[3.7, 5.5, 9.1, 68.8, 2.8, 3.7, 8.2, 4.6, 3.6, 5.5, 27.5, 30.3, 1.9, 100.0, 3.6, 1.8]",56.5,100,62,3164545024,658
multi-robot,12,0.9876101030000001,"[1.8, 1.9, 1.8, 36.4, 1.9, 5.5, 6.4, 9.2, 2.8, 0.9, 2.8, 64.2, 25.5, 100.0, 8.3, 11.6]",56.625,94,62,3164672000,658
multi-robot,12,0.979669376,"[2.7, 1.8, 1.8, 40.0, 8.1, 10.6, 25.0, 2.8, 0.9, 2.7, 2.7, 58.2, 22.9, 76.6, 0.9, 22.8]",56.75,100,62,3165016064,658
multi-robot,12,0.9812232240000001,"[2.8, 15.5, 2.7, 45.9, 10.1, 8.2, 12.3, 3.6, 3.7, 15.3, 8.1, 54.5, 100.0, 2.8, 2.8, 4.5]",57.0,100,63,3163062272,658
multi-robot,12,0.979993808,"[6.1, 4.3, 46.1, 2.6, 16.1, 9.7, 26.3, 4.4, 4.3, 3.5, 10.5, 46.5, 100.0, 3.5, 8.7, 4.4]",57.125,100,64,3164520448,658
multi-robot,12,0.9831157210000001,"[3.6, 2.7, 40.5, 3.6, 11.0, 30.9, 4.5, 10.9, 4.5, 4.5, 62.2, 4.5, 100.0, 3.6, 5.5, 5.6]",57.125,100,64,3163529216,658
multi-robot,12,0.9810221570000001,"[2.8, 26.2, 42.6, 4.6, 0.9, 8.2, 1.9, 0.9, 0.9, 4.7, 56.5, 0.9, 100.0, 10.2, 1.9, 6.5]",57.25,100,64,3163942912,658
multi-robot,12,0.981497496,"[1.8, 1.8, 7.3, 2.7, 38.7, 2.8, 4.5, 25.9, 1.8, 0.9, 92.0, 3.6, 63.4, 7.2, 2.7, 21.1]",57.25,100,64,3163172864,658
multi-robot,12,0.983882334,"[2.7, 0.9, 73.5, 0.0, 100.0, 8.9, 2.8, 10.6, 0.9, 1.8, 26.1, 0.9, 1.8, 27.0, 13.6, 6.4]",57.25,100,65,3163967488,658
multi-robot,12,0.9812394160000001,"[5.7, 4.1, 90.1, 12.3, 100.0, 15.7, 4.1, 5.0, 4.1, 5.0, 13.0, 4.1, 5.7, 5.0, 14.0, 10.7]",57.375,100,65,3161952256,658