test,count,CPU,GPU,GPU_TEMP,RAM_USED,VRAM_USED
multi-robot,30,"[0.0, 0.0, 20.0, 0.0, 6.2, 0.0, 6.2, 20.0, 0.0, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0]",99,58,30999068672,582
multi-robot,30,"[6.7, 0.0, 18.8, 0.0, 0.0, 0.0, 12.5, 6.2, 0.0, 6.2, 0.0, 0.0, 26.7, 6.2, 0.0, 0.0]",99,58,30998663168,582
multi-robot,30,"[11.8, 6.7, 6.2, 20.0, 0.0, 0.0, 18.8, 12.5, 0.0, 0.0, 6.7, 0.0, 12.5, 12.5, 6.7, 0.0]",99,58,30998663168,582
multi-robot,30,"[20.0, 6.2, 13.3, 43.8, 26.7, 0.0, 31.2, 20.0, 0.0, 0.0, 6.2, 0.0, 26.7, 6.7, 6.2, 0.0]",99,58,30998749184,582
multi-robot,30,"[20.0, 0.0, 13.3, 43.8, 20.0, 6.7, 13.3, 26.7, 0.0, 0.0, 13.3, 0.0, 6.7, 6.7, 6.7, 0.0]",99,58,31000207360,582
multi-robot,40,"[24.4, 2.3, 17.1, 18.4, 12.7, 1.8, 12.8, 16.3, 7.8, 1.5, 10.8, 1.0, 8.7, 5.5, 12.7, 1.7]",100,56,31346278400,582
multi-robot,40,"[6.2, 0.0, 0.0, 18.8, 0.0, 0.0, 12.5, 12.5, 0.0, 0.0, 0.0, 0.0, 25.0, 0.0, 12.5, 0.0]",100,56,31346270208,582
multi-robot,40,"[13.3, 0.0, 6.7, 26.7, 0.0, 0.0, 6.7, 0.0, 0.0, 0.0, 0.0, 0.0, 26.7, 6.7, 0.0, 0.0]",98,56,31354331136,582
multi-robot,40,"[13.3, 0.0, 6.7, 0.0, 0.0, 0.0, 14.3, 0.0, 0.0, 0.0, 7.1, 0.0, 20.0, 0.0, 0.0, 0.0]",98,56,31352000512,582
multi-robot,40,"[6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 6.2, 0.0, 0.0, 6.2, 0.0, 33.3, 0.0, 0.0, 0.0]",98,56,31350480896,582
multi-robot,40,"[6.7, 0.0, 6.7, 13.3, 0.0, 0.0, 0.0, 6.7, 0.0, 0.0, 6.7, 0.0, 13.3, 0.0, 0.0, 0.0]",98,56,31350820864,582
multi-robot,40,"[0.0, 0.0, 18.8, 0.0, 0.0, 0.0, 18.8, 0.0, 0.0, 0.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0]",100,56,31353503744,582
multi-robot,40,"[20.0, 0.0, 33.3, 0.0, 0.0, 0.0, 0.0, 21.4, 0.0, 0.0, 7.1, 0.0, 42.9, 7.1, 0.0, 0.0]",100,56,31353380864,582
multi-robot,40,"[31.6, 6.2, 12.5, 6.2, 6.7, 6.2, 0.0, 25.0, 0.0, 6.7, 0.0, 6.2, 12.5, 12.5, 0.0, 6.2]",100,57,31353139200,582
multi-robot,40,"[6.7, 6.7, 6.7, 6.7, 6.2, 0.0, 0.0, 13.3, 0.0, 0.0, 6.7, 6.7, 26.7, 6.7, 6.7, 0.0]",100,57,31353008128,582
multi-robot,40,"[35.3, 6.7, 43.8, 12.5, 12.5, 6.7, 35.3, 25.0, 0.0, 0.0, 6.2, 0.0, 25.0, 6.7, 12.5, 0.0]",99,57,31354691584,582
multi-robot,40,"[35.3, 0.0, 18.8, 26.7, 26.7, 0.0, 50.0, 6.7, 6.7, 0.0, 26.7, 0.0, 20.0, 0.0, 13.3, 0.0]",99,57,31354363904,582
multi-robot,40,"[27.8, 6.2, 12.5, 11.8, 25.0, 0.0, 12.5, 17.6, 0.0, 0.0, 0.0, 0.0, 29.4, 6.2, 0.0, 0.0]",99,57,31354224640,582
multi-robot,40,"[12.5, 0.0, 6.2, 6.7, 12.5, 0.0, 37.5, 0.0, 0.0, 0.0, 17.6, 0.0, 33.3, 0.0, 0.0, 0.0]",99,57,31353995264,582
multi-robot,40,"[0.0, 0.0, 13.3, 0.0, 6.7, 0.0, 13.3, 0.0, 0.0, 0.0, 0.0, 0.0, 13.3, 6.7, 6.7, 0.0]",99,57,31353937920,582
multi-robot,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7, 6.7, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0]",99,57,31356133376,582
multi-robot,40,"[29.4, 12.5, 18.8, 12.5, 12.5, 18.8, 23.5, 6.2, 12.5, 6.2, 12.5, 18.8, 18.8, 12.5, 37.5, 0.0]",99,57,31353651200,582
multi-robot,40,"[6.7, 0.0, 18.8, 6.7, 0.0, 0.0, 6.7, 20.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0]",99,57,31353651200,582
multi-robot,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0]",99,57,31353643008,582
multi-robot,40,"[20.0, 6.7, 26.7, 13.3, 13.3, 13.3, 43.8, 18.8, 6.7, 6.7, 13.3, 6.7, 20.0, 6.7, 13.3, 6.7]",100,57,31358713856,582
multi-robot,50,"[14.6, 1.0, 15.9, 10.4, 9.9, 3.1, 17.2, 9.9, 5.3, 1.3, 5.5, 3.4, 8.7, 12.6, 8.7, 2.4]",97,54,31613734912,588
multi-robot,50,"[22.2, 0.0, 0.0, 6.7, 6.2, 0.0, 6.7, 12.5, 6.2, 6.2, 0.0, 0.0, 31.2, 0.0, 6.2, 0.0]",99,54,31612977152,588
multi-robot,50,"[12.5, 6.7, 6.7, 12.5, 13.3, 6.7, 6.2, 18.8, 6.2, 0.0, 0.0, 6.2, 18.8, 0.0, 0.0, 0.0]",99,54,31614365696,588
multi-robot,50,"[13.3, 0.0, 6.2, 6.7, 6.2, 0.0, 6.7, 6.7, 0.0, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0]",99,54,31613796352,588
multi-robot,50,"[29.4, 0.0, 13.3, 12.5, 20.0, 0.0, 13.3, 12.5, 6.7, 0.0, 13.3, 0.0, 25.0, 12.5, 6.7, 0.0]",99,55,31613800448,588
multi-robot,50,"[47.1, 0.0, 25.0, 0.0, 18.8, 0.0, 6.2, 0.0, 0.0, 0.0, 12.5, 0.0, 33.3, 6.7, 6.2, 0.0]",100,55,31613808640,588
multi-robot,50,"[12.5, 0.0, 20.0, 20.0, 13.3, 0.0, 6.7, 20.0, 6.7, 0.0, 0.0, 0.0, 6.7, 6.7, 6.7, 6.7]",100,55,31617474560,588
multi-robot,50,"[0.0, 0.0, 12.5, 0.0, 0.0, 6.2, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.8, 0.0, 0.0, 0.0]",100,55,31616573440,588
multi-robot,50,"[13.3, 0.0, 6.7, 0.0, 0.0, 0.0, 13.3, 13.3, 6.7, 0.0, 13.3, 6.7, 13.3, 6.7, 20.0, 0.0]",100,55,31617933312,588
multi-robot,50,"[5.9, 0.0, 35.3, 5.9, 0.0, 0.0, 11.8, 0.0, 0.0, 0.0, 17.6, 0.0, 29.4, 11.8, 5.9, 5.9]",100,55,31619067904,588
multi-robot,50,"[6.7, 0.0, 13.3, 6.7, 0.0, 6.7, 13.3, 0.0, 0.0, 0.0, 6.7, 0.0, 26.7, 20.0, 0.0, 0.0]",100,55,31619018752,588
multi-robot,50,"[29.4, 0.0, 12.5, 6.2, 6.2, 0.0, 25.0, 12.5, 6.2, 0.0, 6.2, 0.0, 18.8, 6.2, 12.5, 0.0]",100,55,31621517312,588
multi-robot,50,"[26.7, 0.0, 6.7, 13.3, 13.3, 0.0, 0.0, 13.3, 6.7, 0.0, 6.7, 0.0, 26.7, 6.7, 0.0, 0.0]",100,55,31620878336,588
multi-robot,50,"[22.2, 0.0, 25.0, 6.2, 0.0, 6.2, 12.5, 0.0, 6.2, 0.0, 6.2, 0.0, 18.8, 0.0, 6.2, 0.0]",100,55,31619510272,588
multi-robot,50,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7, 0.0, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0]",100,56,31619477504,588
multi-robot,50,"[0.0, 0.0, 25.0, 6.7, 6.7, 0.0, 6.2, 18.8, 0.0, 0.0, 0.0, 0.0, 25.0, 6.2, 18.8, 0.0]",100,56,31622193152,588
multi-robot,50,"[20.0, 0.0, 26.7, 6.2, 6.2, 0.0, 40.0, 6.7, 0.0, 0.0, 6.2, 0.0, 40.0, 0.0, 0.0, 0.0]",100,56,31622144000,588
multi-robot,50,"[37.5, 0.0, 53.3, 6.2, 13.3, 6.7, 33.3, 0.0, 13.3, 0.0, 6.7, 0.0, 31.2, 0.0, 20.0, 0.0]",99,56,31622144000,588
multi-robot,50,"[13.3, 6.2, 38.9, 13.3, 11.8, 0.0, 43.8, 6.2, 0.0, 0.0, 12.5, 0.0, 26.7, 6.2, 18.8, 0.0]",99,56,31624290304,588
multi-robot,50,"[0.0, 0.0, 31.2, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 0.0, 6.2, 0.0]",99,56,31624388608,588
multi-robot,60,"[42.3, 15.9, 34.9, 40.1, 35.8, 12.5, 30.5, 46.2, 27.7, 6.7, 32.7, 6.9, 17.1, 18.8, 35.6, 10.0]",100,54,31749488640,588
multi-robot,60,"[6.7, 0.0, 6.2, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7, 0.0, 26.7, 0.0, 6.7, 0.0]",100,54,31749320704,588
multi-robot,60,"[13.3, 0.0, 20.0, 6.7, 6.7, 0.0, 20.0, 13.3, 6.7, 6.7, 6.7, 0.0, 6.7, 0.0, 6.7, 0.0]",100,55,31751475200,588
multi-robot,60,"[31.2, 12.5, 31.2, 0.0, 6.2, 0.0, 18.8, 25.0, 0.0, 0.0, 12.5, 0.0, 31.2, 6.2, 6.2, 0.0]",100,55,31751467008,588
multi-robot,60,"[37.5, 0.0, 13.3, 20.0, 26.7, 6.7, 20.0, 20.0, 6.7, 0.0, 20.0, 0.0, 20.0, 26.7, 12.5, 0.0]",99,55,31751057408,588
multi-robot,60,"[31.2, 0.0, 18.8, 52.9, 25.0, 0.0, 18.8, 37.5, 12.5, 0.0, 12.5, 0.0, 25.0, 6.2, 18.8, 6.2]",99,55,31751938048,588
multi-robot,60,"[41.2, 0.0, 23.5, 35.3, 29.4, 5.9, 29.4, 58.8, 5.9, 5.9, 29.4, 5.9, 52.9, 29.4, 23.5, 5.9]",99,55,31756771328,588
multi-robot,60,"[31.2, 0.0, 33.3, 6.7, 0.0, 0.0, 6.7, 33.3, 6.7, 0.0, 0.0, 6.7, 13.3, 20.0, 0.0, 0.0]",99,55,31756189696,588
multi-robot,60,"[11.8, 0.0, 6.2, 6.2, 0.0, 0.0, 18.8, 0.0, 0.0, 0.0, 0.0, 0.0, 18.8, 6.2, 0.0, 0.0]",99,55,31756337152,588
multi-robot,60,"[18.8, 6.7, 6.7, 20.0, 6.7, 6.7, 13.3, 6.7, 6.7, 6.7, 6.7, 6.7, 26.7, 6.7, 20.0, 6.7]",99,55,31756288000,588
multi-robot,60,"[12.5, 0.0, 12.5, 18.8, 6.2, 0.0, 25.0, 18.8, 0.0, 6.2, 6.2, 0.0, 18.8, 0.0, 0.0, 0.0]",99,55,31756222464,588
multi-robot,60,"[18.8, 0.0, 20.0, 37.5, 0.0, 0.0, 6.7, 20.0, 0.0, 0.0, 13.3, 6.7, 26.7, 20.0, 0.0, 0.0]",99,55,31759642624,588
multi-robot,60,"[38.9, 6.2, 25.0, 23.5, 17.6, 12.5, 17.6, 31.2, 6.2, 6.2, 6.2, 0.0, 35.3, 6.2, 29.4, 6.2]",99,55,31757004800,588
multi-robot,60,"[11.8, 0.0, 6.2, 26.7, 6.7, 0.0, 6.7, 0.0, 0.0, 0.0, 0.0, 0.0, 26.7, 0.0, 0.0, 6.2]",99,55,31756632064,588
multi-robot,60,"[6.7, 6.7, 31.2, 13.3, 6.7, 6.7, 20.0, 6.7, 6.7, 6.7, 6.7, 13.3, 25.0, 13.3, 13.3, 6.7]",99,56,31756632064,588
multi-robot,60,"[0.0, 0.0, 18.8, 25.0, 0.0, 0.0, 6.2, 0.0, 0.0, 0.0, 0.0, 0.0, 18.8, 6.2, 0.0, 0.0]",99,56,31756607488,588
multi-robot,60,"[25.0, 0.0, 33.3, 6.7, 6.7, 0.0, 13.3, 6.7, 6.7, 0.0, 6.7, 0.0, 6.7, 6.7, 6.7, 0.0]",99,56,31759736832,588
multi-robot,60,"[25.0, 0.0, 18.8, 6.2, 6.2, 11.8, 18.8, 6.2, 0.0, 0.0, 0.0, 0.0, 18.8, 0.0, 0.0, 0.0]",99,56,31759749120,588
multi-robot,60,"[0.0, 0.0, 20.0, 6.7, 0.0, 0.0, 6.7, 0.0, 0.0, 0.0, 0.0, 0.0, 26.7, 0.0, 0.0, 0.0]",99,56,31759781888,588
multi-robot,60,"[12.5, 0.0, 6.7, 6.7, 0.0, 0.0, 13.3, 25.0, 0.0, 0.0, 0.0, 0.0, 13.3, 0.0, 0.0, 6.7]",99,56,31759851520,588
multi-robot,80,"[76.5, 33.2, 61.0, 65.9, 70.2, 28.7, 61.0, 67.7, 51.2, 13.7, 64.9, 19.2, 25.5, 33.4, 66.4, 22.8]",99,54,31889920000,588
multi-robot,80,"[84.2, 29.4, 64.7, 80.0, 47.1, 17.6, 70.6, 72.2, 41.2, 31.2, 58.8, 29.4, 41.2, 41.2, 64.7, 22.2]",99,54,31889530880,588
multi-robot,80,"[70.6, 23.5, 35.3, 73.7, 58.8, 17.6, 47.1, 52.9, 35.3, 11.1, 52.9, 22.2, 29.4, 29.4, 47.1, 17.6]",96,55,31895732224,588
multi-robot,80,"[73.7, 23.5, 78.9, 63.2, 64.7, 11.8, 77.8, 58.8, 58.8, 11.8, 61.1, 23.5, 47.1, 33.3, 52.9, 17.6]",96,55,31893962752,588
multi-robot,80,"[82.4, 31.2, 70.6, 75.0, 88.2, 31.2, 58.8, 75.0, 50.0, 25.0, 43.8, 12.5, 50.0, 25.0, 76.5, 18.8]",96,55,31892815872,588
multi-robot,80,"[78.9, 17.6, 52.9, 57.9, 76.5, 29.4, 38.9, 76.5, 52.9, 0.0, 52.9, 11.8, 41.2, 11.8, 58.8, 11.8]",96,55,31892893696,588
multi-robot,80,"[20.0, 0.0, 46.7, 18.8, 6.7, 13.3, 40.0, 13.3, 13.3, 0.0, 20.0, 0.0, 33.3, 6.7, 20.0, 0.0]",99,55,31894786048,588
multi-robot,80,"[25.0, 0.0, 37.5, 13.3, 0.0, 6.7, 33.3, 20.0, 6.7, 0.0, 20.0, 0.0, 13.3, 6.7, 12.5, 0.0]",99,55,31893356544,588
multi-robot,80,"[12.5, 0.0, 12.5, 11.8, 12.5, 0.0, 25.0, 6.2, 0.0, 0.0, 0.0, 0.0, 31.2, 0.0, 18.8, 0.0]",99,55,31893397504,588
multi-robot,80,"[0.0, 0.0, 26.7, 0.0, 6.7, 0.0, 20.0, 6.7, 6.7, 0.0, 6.7, 0.0, 33.3, 6.7, 0.0, 0.0]",99,55,31893176320,588
multi-robot,80,"[12.5, 0.0, 12.5, 6.2, 12.5, 0.0, 25.0, 6.2, 0.0, 0.0, 18.8, 0.0, 25.0, 0.0, 18.8, 0.0]",99,56,31898599424,588
multi-robot,80,"[22.2, 0.0, 25.0, 18.8, 6.2, 12.5, 25.0, 0.0, 6.2, 6.2, 31.2, 0.0, 12.5, 18.8, 12.5, 6.2]",99,56,31897206784,588
multi-robot,80,"[18.8, 0.0, 6.2, 18.8, 12.5, 0.0, 37.5, 6.2, 6.2, 0.0, 0.0, 0.0, 18.8, 0.0, 18.8, 0.0]",99,56,31897448448,588
multi-robot,80,"[13.3, 6.7, 43.8, 25.0, 13.3, 6.7, 31.2, 20.0, 6.7, 6.7, 13.3, 6.7, 40.0, 0.0, 20.0, 0.0]",99,56,31897399296,588
multi-robot,80,"[33.3, 0.0, 38.9, 0.0, 17.6, 5.9, 29.4, 16.7, 5.9, 0.0, 5.9, 11.8, 17.6, 11.8, 11.8, 0.0]",99,56,31901564928,588
multi-robot,80,"[40.0, 0.0, 33.3, 20.0, 6.7, 0.0, 33.3, 6.7, 0.0, 0.0, 31.2, 0.0, 40.0, 13.3, 13.3, 0.0]",99,56,31902941184,588
multi-robot,80,"[40.0, 0.0, 33.3, 13.3, 20.0, 0.0, 35.3, 13.3, 0.0, 6.7, 20.0, 0.0, 33.3, 6.7, 20.0, 0.0]",99,56,31902937088,588
multi-robot,80,"[25.0, 6.2, 37.5, 17.6, 6.2, 6.2, 25.0, 23.5, 6.2, 6.2, 6.2, 6.2, 31.2, 12.5, 12.5, 6.2]",99,56,31902937088,588
multi-robot,80,"[26.7, 0.0, 20.0, 6.7, 6.7, 0.0, 20.0, 20.0, 0.0, 0.0, 37.5, 0.0, 33.3, 0.0, 18.8, 0.0]",99,57,31902937088,588
multi-robot,80,"[12.5, 0.0, 17.6, 31.2, 6.2, 0.0, 6.2, 18.8, 0.0, 6.2, 6.2, 0.0, 31.2, 0.0, 6.2, 0.0]",99,57,31905648640,588
multi-robot,100,"[68.0, 42.4, 62.5, 59.8, 61.9, 41.0, 62.3, 60.8, 52.8, 31.6, 56.6, 33.7, 46.3, 41.3, 59.6, 36.4]",98,70,31756140544,588
multi-robot,100,"[26.7, 12.5, 53.3, 0.0, 13.3, 12.5, 35.3, 6.7, 13.3, 13.3, 0.0, 0.0, 26.7, 6.7, 20.0, 0.0]",98,70,31758118912,588
multi-robot,100,"[12.5, 0.0, 37.5, 31.2, 12.5, 6.2, 43.8, 12.5, 6.2, 6.2, 0.0, 6.2, 25.0, 6.2, 12.5, 0.0]",98,70,31754973184,588
multi-robot,100,"[56.2, 0.0, 56.2, 0.0, 33.3, 0.0, 33.3, 43.8, 20.0, 0.0, 33.3, 0.0, 20.0, 20.0, 37.5, 0.0]",99,70,31764320256,588
multi-robot,100,"[0.0, 13.3, 43.8, 12.5, 6.2, 0.0, 6.2, 6.2, 0.0, 0.0, 12.5, 0.0, 31.2, 13.3, 0.0, 6.2]",99,70,31757574144,588
multi-robot,100,"[37.5, 0.0, 33.3, 0.0, 6.7, 0.0, 20.0, 13.3, 6.7, 0.0, 20.0, 0.0, 20.0, 18.8, 23.5, 0.0]",99,70,31749865472,588
multi-robot,100,"[0.0, 0.0, 47.1, 0.0, 25.0, 0.0, 18.8, 18.8, 6.7, 0.0, 6.2, 0.0, 18.8, 0.0, 12.5, 0.0]",99,70,31757795328,588
multi-robot,100,"[50.0, 0.0, 62.5, 13.3, 40.0, 0.0, 40.0, 26.7, 12.5, 0.0, 6.7, 0.0, 33.3, 12.5, 26.7, 0.0]",98,70,31761551360,588
multi-robot,100,"[25.0, 0.0, 60.0, 13.3, 6.7, 0.0, 46.7, 13.3, 6.7, 0.0, 13.3, 0.0, 13.3, 20.0, 13.3, 6.7]",98,71,31752904704,588
multi-robot,100,"[50.0, 0.0, 41.2, 5.9, 29.4, 0.0, 41.2, 5.9, 5.9, 0.0, 11.8, 5.9, 47.1, 11.8, 0.0, 0.0]",98,71,31793668096,588
multi-robot,100,"[31.2, 0.0, 29.4, 12.5, 35.3, 0.0, 50.0, 12.5, 18.8, 0.0, 12.5, 0.0, 35.3, 6.2, 18.8, 6.2]",98,71,31789776896,588
multi-robot,100,"[29.4, 13.3, 50.0, 18.8, 43.8, 6.7, 50.0, 31.2, 31.2, 6.7, 20.0, 6.7, 18.8, 6.7, 26.7, 6.7]",98,71,31796572160,588
multi-robot,100,"[35.3, 0.0, 20.0, 33.3, 20.0, 0.0, 12.5, 20.0, 0.0, 0.0, 6.2, 6.2, 26.7, 6.2, 12.5, 6.2]",98,71,31787872256,588
multi-robot,100,"[44.4, 17.6, 47.1, 23.5, 17.6, 11.8, 29.4, 17.6, 17.6, 17.6, 35.3, 11.8, 52.9, 5.9, 11.8, 0.0]",98,71,31803555840,588
multi-robot,100,"[12.5, 6.2, 62.5, 12.5, 12.5, 0.0, 31.2, 6.2, 12.5, 0.0, 12.5, 0.0, 12.5, 12.5, 12.5, 0.0]",98,71,31792349184,588
multi-robot,100,"[37.5, 0.0, 46.7, 6.7, 20.0, 6.7, 37.5, 13.3, 13.3, 0.0, 13.3, 6.7, 6.7, 6.7, 13.3, 0.0]",98,71,31799361536,588
multi-robot,100,"[6.2, 0.0, 31.2, 12.5, 6.2, 0.0, 12.5, 12.5, 6.2, 0.0, 0.0, 0.0, 31.2, 0.0, 0.0, 0.0]",97,71,31799361536,588
multi-robot,100,"[18.8, 0.0, 13.3, 6.7, 6.7, 0.0, 26.7, 6.7, 6.7, 0.0, 0.0, 6.7, 33.3, 0.0, 6.7, 0.0]",97,71,31799308288,588
multi-robot,100,"[27.8, 6.2, 35.3, 11.8, 5.9, 0.0, 47.1, 0.0, 0.0, 0.0, 5.9, 5.9, 35.3, 12.5, 16.7, 0.0]",97,71,31790952448,591
multi-robot,100,"[33.3, 6.2, 62.5, 13.3, 20.0, 6.2, 33.3, 46.7, 6.7, 6.2, 33.3, 0.0, 46.7, 6.2, 26.7, 0.0]",97,71,31798607872,588
multi-robot,120,"[78.0, 68.6, 76.7, 76.4, 74.7, 67.9, 76.5, 75.9, 71.7, 57.9, 72.7, 62.0, 64.0, 65.6, 73.4, 64.4]",97,74,31735734272,588
multi-robot,120,"[73.7, 70.6, 95.0, 72.2, 72.2, 64.7, 88.9, 68.4, 72.2, 55.6, 72.2, 58.8, 72.2, 44.4, 95.0, 61.1]",98,74,31744753664,588
multi-robot,120,"[90.0, 80.0, 85.0, 89.5, 95.0, 73.7, 100.0, 80.0, 90.0, 73.7, 84.2, 76.2, 78.9, 75.0, 89.5, 78.9]",98,74,31736623104,588
multi-robot,120,"[100.0, 89.5, 84.2, 100.0, 100.0, 94.4, 90.0, 100.0, 100.0, 78.9, 83.3, 83.3, 89.5, 84.2, 94.4, 94.4]",98,74,31733694464,588
multi-robot,120,"[90.0, 63.2, 100.0, 94.7, 83.3, 55.6, 85.0, 83.3, 94.7, 47.4, 84.2, 65.0, 66.7, 66.7, 85.7, 63.2]",98,74,31745212416,588
multi-robot,120,"[90.5, 94.7, 90.0, 95.0, 89.5, 80.0, 90.0, 94.4, 76.2, 55.6, 84.2, 66.7, 57.9, 77.8, 83.3, 70.0]",98,74,31742914560,588
multi-robot,120,"[78.9, 78.9, 89.5, 77.8, 100.0, 73.7, 89.5, 95.0, 85.0, 68.4, 90.0, 72.2, 75.0, 77.8, 83.3, 66.7]",98,74,31742423040,588
multi-robot,120,"[73.7, 73.7, 89.5, 89.5, 85.7, 66.7, 95.2, 78.9, 78.9, 66.7, 94.4, 61.9, 83.3, 66.7, 95.5, 68.4]",98,74,31741919232,588
multi-robot,120,"[81.0, 76.2, 90.5, 100.0, 95.8, 71.4, 100.0, 73.9, 85.0, 60.0, 86.4, 66.7, 70.0, 81.0, 90.5, 82.6]",98,74,31745552384,588
multi-robot,120,"[100.0, 72.2, 83.3, 100.0, 94.4, 70.6, 94.4, 85.0, 76.5, 58.8, 76.5, 83.3, 83.3, 66.7, 94.4, 78.9]",98,74,31745114112,588
multi-robot,120,"[87.0, 95.2, 100.0, 100.0, 90.0, 81.8, 95.0, 95.0, 100.0, 80.0, 95.7, 85.0, 85.0, 95.5, 95.2, 85.7]",98,74,31744557056,588
multi-robot,120,"[90.5, 88.9, 77.8, 95.5, 94.4, 73.7, 88.9, 95.0, 88.9, 52.6, 80.0, 71.4, 90.0, 61.1, 72.2, 84.2]",98,74,31745515520,588
multi-robot,120,"[100.0, 95.7, 100.0, 100.0, 95.7, 95.7, 100.0, 95.5, 87.0, 87.0, 95.7, 91.3, 95.8, 95.8, 100.0, 87.0]",98,74,31745077248,591
multi-robot,120,"[83.3, 90.0, 83.3, 100.0, 77.8, 66.7, 89.5, 77.8, 80.0, 66.7, 78.9, 78.9, 77.8, 73.7, 90.0, 72.2]",98,74,31744077824,588
multi-robot,120,"[94.4, 77.8, 95.2, 95.0, 100.0, 88.9, 90.0, 100.0, 89.5, 66.7, 90.0, 72.2, 84.2, 73.7, 94.4, 81.8]",98,74,31748489216,588
multi-robot,120,"[90.5, 83.3, 94.7, 100.0, 89.5, 84.2, 88.9, 89.5, 90.0, 73.7, 100.0, 61.1, 88.9, 61.1, 95.0, 77.8]",97,74,31747932160,588
multi-robot,120,"[90.5, 90.5, 95.5, 90.9, 85.7, 90.5, 95.8, 95.5, 85.7, 86.4, 90.9, 85.7, 85.7, 90.5, 100.0, 81.0]",97,74,31742033920,588
multi-robot,120,"[94.7, 77.8, 88.9, 94.7, 100.0, 88.9, 94.7, 88.9, 83.3, 78.9, 94.4, 84.2, 78.9, 83.3, 100.0, 77.8]",97,74,31745454080,588
multi-robot,120,"[95.5, 85.7, 86.4, 90.5, 86.4, 86.4, 95.8, 90.9, 90.5, 60.0, 80.0, 85.0, 90.0, 70.0, 90.9, 75.0]",98,74,31750479872,588
multi-robot,120,"[94.4, 90.0, 88.9, 95.5, 94.7, 84.2, 100.0, 94.7, 88.9, 68.4, 84.2, 73.7, 77.8, 72.2, 94.4, 77.8]",98,74,31750111232,588