test,count,CPU,CPU_TEMP,GPU,GPU_TEMP,RAM_USED,VRAM_USED
multi-robot,50,"[0.0, 0.0, 9.1, 9.1, 0.0, 8.3, 0.0, 0.0, 0.0, 14.3, 0.0, 0.0, 38.5, 0.0, 66.7, 15.4]",57.0,100,54,3612209152,737
multi-robot,50,"[7.1, 21.4, 14.3, 14.3, 7.1, 0.0, 61.5, 28.6, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 23.1, 0.0]",56.75,100,54,3612209152,737
multi-robot,50,"[0.0, 0.0, 16.7, 0.0, 0.0, 16.7, 0.0, 83.3, 8.3, 0.0, 7.7, 0.0, 0.0, 0.0, 0.0, 0.0]",56.625,100,54,3612209152,737
multi-robot,50,"[0.0, 7.7, 23.1, 16.7, 0.0, 53.8, 36.4, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",56.375,100,54,3612688384,737
multi-robot,50,"[0.0, 0.0, 9.1, 21.4, 33.3, 0.0, 0.0, 66.7, 0.0, 0.0, 0.0, 7.7, 0.0, 7.7, 0.0, 0.0]",56.25,100,54,3612688384,737
multi-robot,50,"[0.0, 0.0, 16.7, 8.3, 0.0, 7.7, 0.0, 91.7, 7.7, 0.0, 0.0, 0.0, 8.3, 7.7, 0.0, 7.7]",56.0,100,55,3612917760,737
multi-robot,50,"[7.7, 0.0, 8.3, 9.1, 0.0, 0.0, 15.4, 0.0, 8.3, 0.0, 0.0, 0.0, 61.5, 0.0, 0.0, 36.4]",55.875,100,55,3612917760,737
multi-robot,50,"[0.0, 0.0, 8.3, 15.4, 0.0, 0.0, 14.3, 57.1, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 7.7, 7.7]",55.625,100,55,3612917760,737
multi-robot,50,"[0.0, 7.7, 21.4, 15.4, 7.7, 0.0, 7.7, 7.7, 8.3, 0.0, 0.0, 0.0, 100.0, 0.0, 23.1, 7.7]",55.5,100,55,3612917760,737
multi-robot,50,"[0.0, 0.0, 9.1, 8.3, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0, 7.7, 33.3, 66.7, 15.4, 0.0]",55.25,100,55,3612917760,737
multi-robot,50,"[8.3, 0.0, 23.1, 8.3, 7.7, 0.0, 0.0, 63.6, 15.4, 0.0, 0.0, 0.0, 7.7, 38.5, 0.0, 15.4]",55.125,100,55,3612917760,737
multi-robot,50,"[0.0, 8.3, 15.4, 8.3, 91.7, 8.3, 0.0, 7.7, 0.0, 7.7, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0]",54.875,100,55,3612917760,737
multi-robot,50,"[0.0, 7.7, 16.7, 8.3, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0]",54.75,100,55,3612917760,737
multi-robot,50,"[0.0, 0.0, 0.0, 16.7, 8.3, 0.0, 90.9, 0.0, 15.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54.5,100,55,3612917760,737
multi-robot,50,"[0.0, 0.0, 8.3, 8.3, 7.7, 0.0, 50.0, 45.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54.375,100,55,3612917760,737
multi-robot,60,"[19.5, 25.3, 24.9, 19.8, 23.3, 18.8, 19.1, 19.1, 20.2, 30.0, 20.9, 21.5, 21.4, 16.7, 16.9, 17.6]",53.5,100,54,4015947776,747
multi-robot,60,"[0.0, 0.0, 20.0, 7.7, 0.0, 50.0, 0.0, 8.3, 0.0, 0.0, 0.0, 9.1, 0.0, 16.7, 53.8, 0.0]",53.375,100,54,4015947776,737
multi-robot,60,"[0.0, 7.7, 8.3, 0.0, 0.0, 66.7, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0, 14.3, 15.4, 27.3, 7.7]",53.125,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 23.1, 0.0, 0.0, 63.6, 42.9, 0.0, 7.7, 0.0, 0.0, 0.0, 0.0, 15.4, 0.0, 0.0]",53.0,100,54,4016193536,737
multi-robot,60,"[7.7, 0.0, 15.4, 0.0, 0.0, 92.9, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 14.3, 8.3, 0.0, 0.0]",52.75,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7, 7.7, 0.0, 0.0, 15.4, 100.0, 0.0]",52.625,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 0.0, 15.4, 0.0, 41.7, 0.0, 7.7, 0.0, 0.0, 15.4, 7.7, 8.3, 9.1, 58.3, 0.0]",52.375,100,54,4016193536,737
multi-robot,60,"[0.0, 7.7, 15.4, 8.3, 41.7, 41.7, 0.0, 18.2, 0.0, 0.0, 0.0, 21.4, 7.7, 15.4, 0.0, 0.0]",52.25,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 15.4, 0.0, 0.0, 7.7, 7.7, 92.3, 7.7, 0.0, 0.0, 0.0, 8.3, 15.4, 0.0, 8.3]",52.0,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 8.3, 0.0, 30.8, 0.0, 0.0, 7.7, 0.0, 7.7, 0.0, 8.3, 0.0, 8.3, 0.0, 66.7]",51.875,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 16.7, 7.7, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.3, 16.7, 0.0, 8.3]",51.625,100,54,4016193536,737
multi-robot,60,"[7.7, 7.1, 16.7, 0.0, 33.3, 41.7, 27.3, 0.0, 7.7, 8.3, 7.7, 7.7, 9.1, 0.0, 0.0, 7.7]",51.5,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 0.0, 7.7, 0.0, 0.0, 25.0, 38.5, 0.0, 15.4, 0.0, 0.0, 8.3, 16.7, 35.7, 8.3]",51.25,100,54,4016193536,737
multi-robot,60,"[0.0, 0.0, 0.0, 8.3, 0.0, 33.3, 25.0, 0.0, 0.0, 8.3, 0.0, 8.3, 33.3, 8.3, 0.0, 0.0]",51.125,100,55,4016193536,737
multi-robot,60,"[0.0, 0.0, 0.0, 23.1, 7.7, 91.7, 21.4, 7.7, 7.7, 23.1, 0.0, 7.7, 0.0, 21.4, 0.0, 14.3]",51.0,100,55,4016193536,737
multi-robot,60,"[0.0, 0.0, 7.7, 36.4, 0.0, 35.7, 0.0, 0.0, 0.0, 14.3, 7.7, 0.0, 42.9, 0.0, 21.4, 0.0]",50.875,100,55,4016193536,737
multi-robot,60,"[0.0, 0.0, 8.3, 92.3, 0.0, 7.7, 0.0, 0.0, 7.7, 15.4, 0.0, 0.0, 0.0, 15.4, 0.0, 0.0]",50.625,100,55,4016193536,737
multi-robot,60,"[8.3, 15.4, 23.1, 75.0, 8.3, 0.0, 15.4, 0.0, 8.3, 15.4, 0.0, 33.3, 8.3, 9.1, 0.0, 15.4]",50.5,100,55,4016439296,737
multi-robot,60,"[7.7, 0.0, 90.9, 10.0, 0.0, 7.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 8.3, 0.0]",50.25,100,55,4016439296,737
multi-robot,60,"[0.0, 0.0, 100.0, 9.1, 8.3, 0.0, 0.0, 8.3, 0.0, 7.7, 0.0, 8.3, 0.0, 9.1, 0.0, 0.0]",50.125,100,55,4015693824,737
multi-robot,80,"[31.5, 37.4, 36.0, 38.0, 30.9, 32.5, 30.1, 30.3, 30.7, 44.7, 32.0, 39.0, 30.4, 29.5, 31.9, 30.2]",47.875,100,54,4972830720,753
multi-robot,80,"[15.4, 7.7, 50.0, 7.7, 9.1, 0.0, 0.0, 0.0, 14.3, 7.7, 21.4, 50.0, 0.0, 14.3, 0.0, 7.7]",47.875,100,54,4973088768,753
multi-robot,80,"[15.4, 0.0, 58.3, 0.0, 15.4, 7.7, 7.7, 0.0, 0.0, 15.4, 0.0, 45.5, 7.7, 0.0, 0.0, 0.0]",47.875,100,54,4973088768,753
multi-robot,80,"[8.3, 0.0, 0.0, 50.0, 7.7, 0.0, 15.4, 0.0, 46.2, 0.0, 7.7, 14.3, 0.0, 0.0, 0.0, 0.0]",47.875,100,54,4973088768,753
multi-robot,80,"[91.7, 8.3, 0.0, 0.0, 0.0, 0.0, 8.3, 8.3, 9.1, 0.0, 0.0, 0.0, 0.0, 7.7, 0.0, 0.0]",47.75,100,54,4973080576,753
multi-robot,80,"[16.7, 23.1, 53.8, 0.0, 0.0, 0.0, 23.1, 0.0, 0.0, 7.7, 33.3, 0.0, 7.7, 0.0, 0.0, 0.0]",47.75,100,54,4973080576,753
multi-robot,80,"[0.0, 16.7, 0.0, 7.7, 0.0, 0.0, 0.0, 0.0, 15.4, 0.0, 72.7, 25.0, 0.0, 0.0, 14.3, 0.0]",47.75,100,54,4973080576,753
multi-robot,80,"[7.7, 23.1, 0.0, 25.0, 7.7, 0.0, 7.7, 7.7, 0.0, 15.4, 57.1, 30.8, 9.1, 0.0, 0.0, 0.0]",47.75,100,54,4973080576,753
multi-robot,80,"[0.0, 9.1, 0.0, 33.3, 0.0, 0.0, 0.0, 0.0, 66.7, 0.0, 16.7, 0.0, 7.7, 0.0, 0.0, 0.0]",47.75,100,54,4973080576,753
multi-robot,80,"[7.1, 53.8, 53.8, 0.0, 0.0, 7.7, 7.7, 25.0, 46.2, 8.3, 14.3, 0.0, 0.0, 8.3, 0.0, 7.1]",47.75,100,55,4973080576,753
multi-robot,80,"[0.0, 61.5, 8.3, 0.0, 0.0, 0.0, 8.3, 16.7, 100.0, 8.3, 0.0, 0.0, 0.0, 15.4, 7.7, 0.0]",47.75,100,55,4973080576,753
multi-robot,80,"[21.4, 30.8, 7.7, 58.3, 0.0, 0.0, 7.7, 23.1, 7.7, 61.5, 0.0, 15.4, 23.1, 0.0, 0.0, 7.7]",47.75,100,54,4976091136,753
multi-robot,80,"[16.7, 0.0, 0.0, 91.7, 0.0, 0.0, 8.3, 0.0, 0.0, 0.0, 16.7, 28.6, 9.1, 8.3, 0.0, 8.3]",47.75,100,54,4976091136,753
multi-robot,80,"[15.4, 33.3, 50.0, 8.3, 7.7, 7.7, 0.0, 0.0, 0.0, 0.0, 16.7, 9.1, 8.3, 0.0, 0.0, 7.7]",47.75,100,55,4976599040,753
multi-robot,80,"[16.7, 18.2, 0.0, 0.0, 0.0, 0.0, 7.7, 21.4, 8.3, 15.4, 25.0, 85.7, 7.7, 7.7, 7.7, 8.3]",47.75,100,55,4976828416,753
multi-robot,80,"[9.1, 0.0, 0.0, 8.3, 15.4, 0.0, 0.0, 9.1, 0.0, 8.3, 8.3, 100.0, 7.7, 0.0, 0.0, 0.0]",47.75,100,55,4976828416,753
multi-robot,80,"[23.1, 15.4, 76.9, 15.4, 9.1, 7.7, 0.0, 23.1, 7.7, 0.0, 46.2, 25.0, 0.0, 0.0, 0.0, 0.0]",47.875,100,55,4976828416,753
multi-robot,80,"[15.4, 15.4, 38.5, 15.4, 7.7, 0.0, 0.0, 8.3, 0.0, 0.0, 76.9, 7.7, 0.0, 0.0, 0.0, 0.0]",48.0,100,55,4976828416,753
multi-robot,80,"[16.7, 0.0, 8.3, 8.3, 0.0, 0.0, 0.0, 7.7, 0.0, 0.0, 100.0, 0.0, 9.1, 0.0, 0.0, 0.0]",48.0,100,55,4976828416,753
multi-robot,80,"[8.3, 58.3, 7.7, 8.3, 7.1, 0.0, 7.7, 0.0, 7.7, 7.7, 46.2, 8.3, 8.3, 0.0, 7.7, 7.7]",48.0,100,55,4976828416,753
multi-robot,100,"[50.3, 51.5, 47.4, 48.2, 57.8, 50.0, 50.6, 53.7, 48.3, 46.7, 48.4, 48.1, 59.1, 49.2, 47.1, 48.9]",46.75,100,49,5995749376,756
multi-robot,100,"[0.0, 23.1, 14.3, 33.3, 7.7, 14.3, 21.4, 0.0, 8.3, 18.2, 16.7, 7.7, 100.0, 0.0, 7.7, 0.0]",46.625,100,49,5996261376,756
multi-robot,100,"[0.0, 0.0, 9.1, 16.7, 0.0, 8.3, 0.0, 0.0, 0.0, 8.3, 9.1, 0.0, 100.0, 0.0, 0.0, 0.0]",46.625,100,49,5996503040,756
multi-robot,100,"[0.0, 8.3, 23.1, 33.3, 8.3, 0.0, 20.0, 7.7, 0.0, 7.7, 16.7, 0.0, 15.4, 61.5, 0.0, 7.7]",46.5,100,49,5996503040,756
multi-robot,100,"[0.0, 8.3, 36.4, 16.7, 0.0, 0.0, 41.7, 21.4, 7.7, 8.3, 15.4, 0.0, 0.0, 61.5, 0.0, 0.0]",46.5,100,49,5996503040,756
multi-robot,100,"[7.7, 0.0, 33.3, 28.6, 0.0, 0.0, 7.7, 0.0, 18.2, 0.0, 27.3, 8.3, 7.7, 100.0, 0.0, 7.7]",46.5,100,49,5996503040,756
multi-robot,100,"[7.7, 0.0, 8.3, 16.7, 7.7, 0.0, 7.7, 16.7, 16.7, 0.0, 23.1, 21.4, 0.0, 38.5, 63.6, 8.3]",46.5,100,50,5996503040,756
multi-robot,100,"[9.1, 15.4, 0.0, 7.7, 0.0, 8.3, 15.4, 92.9, 16.7, 7.7, 7.7, 9.1, 0.0, 7.7, 7.7, 0.0]",46.5,100,50,5996498944,756
multi-robot,100,"[16.7, 7.7, 14.3, 0.0, 0.0, 0.0, 23.1, 100.0, 23.1, 0.0, 0.0, 18.2, 0.0, 0.0, 8.3, 7.7]",46.5,100,50,5996498944,756
multi-robot,100,"[23.1, 8.3, 0.0, 0.0, 0.0, 8.3, 0.0, 45.5, 25.0, 7.7, 7.7, 15.4, 53.8, 0.0, 7.7, 0.0]",46.5,100,50,5997531136,756
multi-robot,100,"[23.1, 0.0, 0.0, 0.0, 0.0, 30.8, 8.3, 0.0, 0.0, 8.3, 0.0, 25.0, 75.0, 8.3, 0.0, 7.7]",46.5,100,50,5998006272,756
multi-robot,100,"[9.1, 0.0, 0.0, 0.0, 0.0, 100.0, 15.4, 0.0, 15.4, 0.0, 0.0, 8.3, 0.0, 0.0, 0.0, 0.0]",46.5,100,50,5998006272,756
multi-robot,100,"[7.7, 15.4, 8.3, 16.7, 15.4, 33.3, 0.0, 15.4, 33.3, 0.0, 8.3, 18.2, 0.0, 58.3, 8.3, 7.7]",46.5,100,50,5998006272,756
multi-robot,100,"[0.0, 8.3, 0.0, 38.5, 0.0, 38.5, 14.3, 0.0, 53.8, 15.4, 8.3, 15.4, 8.3, 66.7, 8.3, 0.0]",46.5,100,50,5998006272,756
multi-robot,100,"[0.0, 7.7, 7.7, 15.4, 0.0, 54.5, 0.0, 21.4, 0.0, 0.0, 7.7, 0.0, 0.0, 46.2, 8.3, 0.0]",46.5,100,50,5998006272,756
multi-robot,100,"[8.3, 8.3, 0.0, 16.7, 0.0, 16.7, 69.2, 16.7, 8.3, 0.0, 0.0, 0.0, 7.7, 16.7, 15.4, 0.0]",46.5,100,50,5998006272,756
multi-robot,100,"[0.0, 9.1, 25.0, 15.4, 0.0, 46.2, 8.3, 0.0, 7.7, 0.0, 8.3, 0.0, 0.0, 58.3, 0.0, 0.0]",46.5,100,50,5998006272,756
multi-robot,100,"[7.7, 8.3, 0.0, 16.7, 7.7, 0.0, 25.0, 8.3, 16.7, 8.3, 8.3, 7.7, 7.7, 100.0, 7.7, 15.4]",46.5,100,50,5998006272,756
multi-robot,100,"[7.7, 8.3, 25.0, 0.0, 0.0, 8.3, 15.4, 21.4, 8.3, 7.7, 14.3, 8.3, 0.0, 100.0, 8.3, 7.7]",46.5,100,50,5998006272,756
multi-robot,100,"[8.3, 7.7, 50.0, 7.7, 0.0, 7.7, 8.3, 8.3, 0.0, 0.0, 16.7, 7.7, 0.0, 100.0, 7.7, 0.0]",46.5,100,50,5998002176,756
multi-robot,120,"[52.2, 52.6, 53.4, 52.9, 56.8, 55.5, 74.1, 58.7, 51.5, 52.4, 52.5, 52.1, 53.9, 54.9, 58.8, 53.4]",49.125,100,51,7050895360,780
multi-robot,120,"[25.0, 8.3, 0.0, 0.0, 15.4, 0.0, 7.7, 100.0, 0.0, 30.8, 16.7, 8.3, 0.0, 7.7, 28.6, 8.3]",49.125,100,51,7055785984,781
multi-robot,120,"[15.4, 0.0, 7.7, 0.0, 0.0, 0.0, 8.3, 46.2, 7.7, 0.0, 23.1, 0.0, 8.3, 8.3, 0.0, 58.3]",49.125,100,51,7055785984,781
multi-robot,120,"[25.0, 7.7, 7.7, 9.1, 8.3, 15.4, 28.6, 7.7, 7.7, 16.7, 28.6, 76.9, 14.3, 7.7, 8.3, 16.7]",49.0,100,51,7055785984,781
multi-robot,120,"[15.4, 0.0, 0.0, 61.5, 0.0, 0.0, 10.0, 0.0, 0.0, 16.7, 0.0, 41.7, 0.0, 7.7, 0.0, 7.7]",49.0,100,51,7056027648,771
multi-robot,120,"[8.3, 0.0, 0.0, 0.0, 16.7, 0.0, 28.6, 7.7, 0.0, 38.5, 0.0, 100.0, 7.7, 0.0, 0.0, 0.0]",49.0,100,51,7056027648,771
multi-robot,120,"[25.0, 15.4, 8.3, 15.4, 7.7, 0.0, 30.8, 8.3, 21.4, 45.5, 15.4, 92.3, 8.3, 7.7, 7.7, 14.3]",49.0,100,51,7056027648,771
multi-robot,120,"[23.1, 0.0, 7.7, 53.8, 0.0, 8.3, 9.1, 7.7, 8.3, 35.7, 8.3, 50.0, 0.0, 0.0, 7.7, 0.0]",49.0,100,51,7056027648,771
multi-robot,120,"[16.7, 7.7, 0.0, 100.0, 0.0, 0.0, 16.7, 0.0, 7.7, 50.0, 7.7, 8.3, 8.3, 0.0, 0.0, 0.0]",49.0,100,51,7056027648,771
multi-robot,120,"[9.1, 0.0, 0.0, 61.5, 0.0, 7.7, 8.3, 7.7, 8.3, 30.8, 0.0, 41.7, 8.3, 0.0, 0.0, 0.0]",49.0,100,51,7056273408,771
multi-robot,120,"[16.7, 0.0, 69.2, 0.0, 0.0, 7.7, 0.0, 16.7, 9.1, 36.4, 9.1, 33.3, 8.3, 7.7, 7.7, 7.7]",48.875,100,51,7056273408,771
multi-robot,120,"[28.6, 7.7, 84.6, 0.0, 7.7, 15.4, 8.3, 0.0, 7.7, 28.6, 9.1, 15.4, 8.3, 8.3, 8.3, 15.4]",48.875,100,52,7056273408,771
multi-robot,120,"[9.1, 0.0, 33.3, 7.7, 8.3, 0.0, 23.1, 0.0, 8.3, 30.8, 69.2, 0.0, 7.7, 0.0, 0.0, 0.0]",48.875,100,52,7056265216,771
multi-robot,120,"[16.7, 30.8, 100.0, 40.0, 8.3, 0.0, 20.0, 15.4, 0.0, 15.4, 9.1, 9.1, 18.2, 9.1, 0.0, 0.0]",48.875,100,52,7056781312,771
multi-robot,120,"[9.1, 18.2, 100.0, 38.5, 0.0, 0.0, 7.7, 23.1, 8.3, 9.1, 8.3, 8.3, 8.3, 0.0, 8.3, 0.0]",48.875,100,52,7057297408,771
multi-robot,120,"[15.4, 8.3, 100.0, 15.4, 7.7, 8.3, 8.3, 16.7, 16.7, 9.1, 7.7, 33.3, 18.2, 15.4, 0.0, 15.4]",48.875,100,52,7057297408,771
multi-robot,120,"[16.7, 25.0, 91.7, 16.7, 21.4, 15.4, 15.4, 7.7, 0.0, 15.4, 16.7, 41.7, 28.6, 30.8, 15.4, 8.3]",48.875,100,52,7057293312,771
multi-robot,120,"[8.3, 15.4, 100.0, 7.7, 0.0, 16.7, 8.3, 0.0, 15.4, 16.7, 15.4, 25.0, 0.0, 8.3, 0.0, 8.3]",48.875,100,52,7058067456,771
multi-robot,120,"[9.1, 0.0, 16.7, 8.3, 91.7, 8.3, 23.1, 7.7, 8.3, 16.7, 8.3, 46.2, 15.4, 0.0, 8.3, 8.3]",48.875,100,52,7058067456,771
multi-robot,120,"[25.0, 8.3, 8.3, 0.0, 18.2, 0.0, 16.7, 27.3, 8.3, 16.7, 18.2, 36.4, 78.6, 0.0, 15.4, 15.4]",48.75,100,52,7058063360,771